Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-January-2024,249.96,250.95,246.59,250.17,249.707761123754218002,12743,480,3182026.00,11370,89.23,4.36,0.21
10-January-2024,246.20,246.70,245.00,245.98,245.927533866492573853,12254,361,3013596.00,8889,72.54,1.70,-0.22
9-January-2024,246.85,246.85,244.46,245.03,245.458654399079930994,8695,373,2134263.00,7316,84.14,2.39,-1.82
8-January-2024,245.66,254.70,244.10,245.00,246.863365184071397390,20617,469,5089582.00,16432,79.70,10.60,-0.66
5-January-2024,245.00,246.00,241.90,245.66,244.220134831460674157,11125,298,2716949.00,7470,67.15,4.10,0.66
4-January-2024,242.99,244.43,238.50,243.89,243.170861547634257484,23481,573,5709895.00,19245,81.96,5.93,0.90
3-January-2024,242.24,244.19,241.00,242.99,242.530838440474638153,15338,617,3719938.00,12167,79.33,3.19,0.75
2-January-2024,241.00,252.00,234.10,242.08,240.640354168229909206,13327,331,3207014.00,10784,80.92,17.90,1.08
1-January-2024,234.79,240.00,234.43,239.57,237.406302442662688793,5363,256,1273210.00,4538,84.62,5.57,4.78
29-December-2023,236.53,237.90,232.55,234.74,235.741941990980216993,69403,4224,16361198.00,61482,88.59,5.35,-1.79
28-December-2023,242.05,242.20,236.00,236.10,237.772849511880641002,27145,897,6454344.00,26041,95.93,6.20,-5.95
27-December-2023,241.95,244.68,241.85,242.08,242.505741983594332587,13410,362,3252002.00,10677,79.62,2.83,0.13
26-December-2023,243.30,244.52,241.50,242.91,242.644453474197480698,17227,515,4180036.00,15193,88.19,3.02,-0.39
22-December-2023,244.10,249.21,241.12,242.43,244.108572105138527113,8446,351,2061741.00,6911,81.83,8.09,-1.67
21-December-2023,249.80,249.80,243.46,246.50,245.605225653206650831,8420,244,2067996.00,5655,67.16,6.34,-3.30
20-December-2023,251.00,251.60,247.25,247.61,249.199923613763410992,28801,656,7177207.00,23105,80.22,4.35,-3.39
19-December-2023,252.80,253.00,250.00,250.42,251.238537219231483200,10774,316,2706844.00,8883,82.45,3.00,-2.38
